produto;descrição;qut;precro_bruto;prateleira
1250086P02;RET HST VAL ADM ESCAP EMB 200 PCS RENAULT CLIO D7D;0,;6,54;
1250108P02;RET HST VAL ADM ESCAP EMB 200 PCS RENAULT MEGANE S;0,;7,45;
12100118P02;RET HST VAL ADM ESCAP EMB 200 VW UP CROSS UP FOX V;0,;7,47;
1250193P03;RET HST VAL ADM ESCAP EMB 300 PCS FIAT DUCATO MULT;0,;7,07;
1240079P03;RET HST VAL ADM ESCAP EMB 300 PCS FIAT PALIO SIENA;0,;3,56;
1230043P03;RET HST VAL ADM ESCAP EMB 300 PCS FORD FIESTA KA C;0,;7,20;
1222509P03;RET HST VAL ADM ESCAP EMB 300 PCS GM CORSA VECTRA;0,;2,78;
1222396P03;RET HST VAL ADM ESCAP EMB 300 PCS GM MONZA ALC GAS;0,;4,15;
1250098P03;RET HST VAL ADM ESCAP EMB 300 PCS PEUGEOT 306 406;0,;6,34;
1250173P03;RET HST VAL ADM ESCAP EMB 300 PCS RENAULT CLIO KAN;0,;5,13;
1250087P03;RET HST VAL ADM ESCAP EMB 300 PCS RENAULT CLIO PEU;0,;7,20;
125008601P03;RET HST VAL ADM ESCAP EMB 300 PCS RENAULT LOGAN SA;0,;8,21;
1212544P03;RET HST VAL ADM ESCAP EMB 300 PCS VW 1.5 1.6 2.0 F;0,;2,22;
1219203P03;RET HST VAL ADM ESCAP EMB 300 PCS VW GOL 1.0 GM VE;0,;2,55;
1213044P03;RET HST VAL ADM ESCAP EMB 300 PCS VW GOL 1.0 MI 8V;0,;2,03;
1222509P04;RET HST VAL ADM ESCAP EMB 400 PCS GM CORSA  VECTRA;0,;2,78;
1250086P04;RET HST VAL ADM ESCAP EMB 400 PCS RENAULT CLIO D7D;0,;6,36;
1212544P04;RET HST VAL ADM ESCAP EMB 400 PCS VW 1.5 1.6 2.0 F;0,;2,21;
1230049P05;RET HST VAL ADM ESCAP EMB 500 PCS FORD ESCORT MOND;0,;7,28;
1230045P05;RET HST VAL ADM ESCAP EMB 500 PCS FORD ZETEC ROCAM;0,;6,93;
125008001P05;RET HST VAL ADM ESCAP EMB 500 PCS HYUNDAI IX35 201;0,;10,55;
1250108P05;RET HST VAL ADM ESCAP EMB 500 PCS RENAULT MEGANE S;0,;7,28;
1213044P05;RET HST VAL ADM ESCAP EMB 500 PCS VW GOL 1.0 MI 8V;0,;2,01;
1230043P06;RET HST VAL ADM ESCAP EMB 600 PCS FORD FIESTA KA C;0,;6,36;
1222396P06;RET HST VAL ADM ESCAP EMB 600 PCS GM MONZA ALC GAS;0,;4,04;
1250098P06;RET HST VAL ADM ESCAP EMB 600 PCS PEUGEOT 306 406;0,;6,69;
1250087P06;RET HST VAL ADM ESCAP EMB 600 PCS RENAULT CLIO PEU;0,;6,36;
1219203P06;RET HST VAL ADM ESCAP EMB 600 PCS VW GOL 1.0 GM VE;600,;2,52;
1222509P07;RET HST VAL ADM ESCAP EMB 700 PCS GM CORSA VECTRA;0,;2,78;
1222509P08;RET HST VAL ADM ESCAP EMB 800 PCS GM CORSA  VECTRA;0,;2,78;
1250173P08;RET HST VAL ADM ESCAP EMB 800 PCS RENAULT CLIO KAN;0,;4,93;
1212544P08;RET HST VAL ADM ESCAP EMB 800 PCS VW 1.5 1.6 2.0 F;0,;2,20;
1240079P09;RET HST VAL ADM ESCAP EMB 900 PCS FIAT PALIO SIENA;0,;3,55;
1212544P09;RET HST VAL ADM ESCAP EMB 900 PCS VW 1.5 1.6 2.0 F;0,;2,19;
1269236;RET HST VAL ADM ESCAP ESCAP M BENS OM 314 OM352 OM;0,;5,84;
1240087;RET HST VAL ADM ESCAP FIAT DOBLO GRAND SIENA IDEA;32,;8,72;RET-5_C.3
1250193;RET HST VAL ADM ESCAP FIAT DUCATO MULTIJET JTD IVE;80,;12,94;RET-6_L.1
1240079;RET HST VAL ADM ESCAP FIAT PALIO SIENA PUNTO IDEA;64,;3,58;RET-6_J.4
1230092;RET HST VAL ADM ESCAP FORD ECOESPORT FIESTA KA+ MT;84,;10,45;RET-3_B.4
1230049;RET HST VAL ADM ESCAP FORD ESC MON ZETEC 1.8 RANGE;48,;8,68;RET-6_G.5
1230089;RET HST VAL ADM ESCAP FORD ESC MON ZETEC 1.8 RANGE;48,;10,71;RET-3_E.8
1230043;RET HST VAL ADM ESCAP FORD FIESTA KA COURIER ZETEC;464,;8,68;RET-6_H.2
1230045VT;RET HST VAL ADM ESCAP FORD FIESTA KA ECOSPORT COUR;0,;6,00;
1230017;RET HST VAL ADM ESCAP FORD MAVERICK F100 F75 JEEP;0,;7,18;
1221815;RET HST VAL ADM ESCAP GM C10 D10 M BENS 1519 1520;0,;4,30;
12200162;RET HST VAL ADM ESCAP GM CAPTIVA 2.4 16V 09/...;0,;26,32;
12200161;RET HST VAL ADM ESCAP GM CAPTIVA OMEGA TRAILBLAZER;24,;10,38;SEL-2_D.7.B
1222400;RET HST VAL ADM ESCAP GM CHEVETTE MARAJO ALC GAS 1;1,;4,53;
12200170;RET HST VAL ADM ESCAP GM CRUZE 16/...TRACKER 17/..;0,;11,53;
1222509;RET HST VAL ADM ESCAP GM MONZA 1.8 2.0 86/... KADE;168,;2,78;RET-6_J.1
1222509VT;RET HST VAL ADM ESCAP GM MONZA 1.8 2.0 86/... KADE;0,;3,60;
1222396;RET HST VAL ADM ESCAP GM MONZA ALC GAS 1.6 1.8 82/;72,;4,20;RET-6_J.8
12200121;RET HST VAL ADM ESCAP GM OMEGA A CIH 6C 3.0 12V;0,;17,45;RET-6_J.6
12200173;RET HST VAL ADM ESCAP GM ONIX 2G 20/... TRACKER MT;62,;89,62;SEL-2_C.6
12200167;RET HST VAL ADM ESCAP GM S10 MTR LCV ECOTEC SIDI D;0,;14,32;
1250098;RET HST VAL ADM ESCAP HASTE 6MM GUIA 10MM PEUGEOT;112,;6,49;RET-6_L.9
1250198;RET HST VAL ADM ESCAP HASTE 6MM GUIA 9MM PEUGE 306;0,;15,64;
1250227;RET HST VAL ADM ESCAP HONDA ACCORD 2 3 16VAL VTEC;0,;28,16;
1250112VT;RET HST VAL ADM ESCAP HONDA CIVIC D16Z7 D16Z9 1.6;0,;3,69;
1250112;RET HST VAL ADM ESCAP HONDA CIVIC D16Z7 D16Z9 1.6;88,;5,95;RET-2_E.6
125008007;RET HST VAL ADM ESCAP HYUNDAI COUPE SANTA FE SONAT;0,;8,08;
1250011;RET HST VAL ADM ESCAP HYUNDAI H100 L200 L300 MISTS;88,;6,34;RET-6_J.5
125005605;RET HST VAL ADM ESCAP HYUNDAI HR 13/... KIA SORENT;32,;10,28;SEL-2_G.8
125003407;RET HST VAL ADM ESCAP JEEP LIBERTY CHEROKEE EKG 3.;0,;5,00;
1250021;RET HST VAL ADM ESCAP KIA BESTA 2.2;56,;5,50;SEL-2_D.6
1250025;RET HST VAL ADM ESCAP KIA BESTA 2.7;0,;15,98;
1250023;RET HST VAL ADM ESCAP KIA BESTA 2.7 GS 3.0 16 LUGA;48,;12,72;RET-6_J.3
1250035;RET HST VAL ADM ESCAP M BENS 120D 130D 140D 150D 1;0,;11,44;
1260044;RET HST VAL ADM ESCAP M BENS OM 457 OM 457LA;0,;5,60;
1261815;RET HST VAL ADM ESCAP M BENS OM311 1111 352 1113 1;0,;9,23;
1269235;RET HST VAL ADM ESCAP M BENS OM314 OM352 OM364 OM3;0,;6,59;
1260028;RET HST VAL ADM ESCAP M BENS SPRINTER CDI MB611.96;32,;11,99;SEL-2_H.2
1260031;RET HST VAL ADM ESCAP M BENZ MOTOR OM 904 4.3L 4CI;0,;4,72;
129001101;RET HST VAL ADM ESCAP MAN VW CONSTELLATION D0834 4;0,;5,60;
125003707;RET HST VAL ADM ESCAP MTR LAND ROVER VOLVO MOTOR-B;0,;5,12;
1282927;RET HST VAL ADM ESCAP MWM D229 X10 4.10 4.12 4CIL;0,;5,98;
1250058;RET HST VAL ADM ESCAP MWM MICRO ONIBUS VOLARE MWM;30,;6,09;RET-6_G.8
125006005;RET HST VAL ADM ESCAP NISSAN KICKS LIVINA MARCH VE;96,;7,07;RET-6_H.6
1250060;RET HST VAL ADM ESCAP NISSAN SENTRA TIIDA VERSA LI;64,;7,20;RET-6_L.3
127000101;RET HST VAL ADM ESCAP PERKINS 1103 1104 1106 B-C-D;0,;23,25;
1272590;RET HST VAL ADM ESCAP PERKINS 4236 6358;8,;12,08;RET-6_C.2
125009605;RET HST VAL ADM ESCAP PEUGEOT CITROEN 208 C3 PURET;0,;11,00;RET-3_I.5
125009608;RET HST VAL ADM ESCAP PEUGEOT EXPERT CITROEN JUMPY;0,;11,40;
1250086VT;RET HST VAL ADM ESCAP RENAULT CLIO D7D 1.0 8V;0,;9,90;
1250086;RET HST VAL ADM ESCAP RENAULT CLIO D7D 1.0 8V;24,;8,68;RET-6_L.5
1250173;RET HST VAL ADM ESCAP RENAULT CLIO KANGOO LOGAN TW;48,;5,30;RET-6_L.7
1250087;RET HST VAL ADM ESCAP RENAULT CLIO PEUGEOT 206 1.0;64,;8,68;RET-6_G.3
1250087VT;RET HST VAL ADM ESCAP RENAULT CLIO PEUGEOT 206 1.0;0,;9,90;
1250108;RET HST VAL ADM ESCAP RENAULT MEGANE SCENIC LAGUNA;40,;7,62;RET-6_L.2
129001205;RET HST VAL ADM ESCAP SCANIA MOTOR D9 XPI D13 XPI;0,;6,91;
1259027;RET HST VAL ADM ESCAP SUZUKI SWIFT JIMMY VITARA 16;0,;33,89;
1250104;RET HST VAL ADM ESCAP SUZUKI VITARA ALTO G10B G13A;0,;6,92;
1250050VT;RET HST VAL ADM ESCAP TOYOTA HILUX 2L 3L 5L 2 5 2;0,;3,69;
1250050;RET HST VAL ADM ESCAP TOYOTA HILUX 2L 3L 5L 2 5 2;80,;8,32;RET-6_L.8
125005012;RET HST VAL ADM ESCAP TOYOTA HILUX SW4 SRV 2016/..;112,;11,74;RET-7_B.1
125005002;RET HST VAL ADM ESCAP TOYOTA LANDCRUISER COASTER D;0,;6,39;
1250222;RET HST VAL ADM ESCAP TOYOTA LANDCRUISER COASTER D;0,;19,58;
1270001;RET HST VAL ADM ESCAP VAL 7.00MM COPINHO PERKINS T;0,;3,96;
1270001BN;RET HST VAL ADM ESCAP VAL 8.00MM COPINHO PERKINS T;0,;2,38;
129001302;RET HST VAL ADM ESCAP VOLVO FH 12 13  FM;0,;9,73;
1212544;RET HST VAL ADM ESCAP VW 1.5 1.6 2.0 FIAT 1050 130;192,;2,23;RET-5_E.4
1219203;RET HST VAL ADM ESCAP VW GOL 1.0 GM VECTA 16V CORS;312,;2,57;RET-6_G.6
1213044;RET HST VAL ADM ESCAP VW GOL 1.0 MI 8V 97/... FIAT;248,;2,04;RET-5_C.1
1212919;RET HST VAL ADM ESCAP VW GOL AE 1.0 1.6 91/ FORD E;80,;4,72;RET-6_H.3
12100118;RET HST VAL ADM ESCAP VW UP FOX BLUEMOTION MTR 1.0;36,;7,72;RET-6_H.4
12400102A;RET HST VAL ADM FIAT FASTBACK PULSE ABARTH TORO JE;0,;10,32;
12200173A;RET HST VAL ADM GM ONIX 2G 20/... TRACKER MTR ECOT;0,;8,10;
1250196;RET HST VAL ADM MITSUBISHI MONTERO III PAJERO TD T;80,;6,51;RET-6_I.2
1250072;RET HST VAL C3G CLIO EXPRESS R11 R19 R9 TWINGO 1.3;0,;5,84;
125005403;RET HST VAL CRYSLER STEALT MITSUBISHI OUTLANDER 30;0,;5,43;
129001004;RET HST VAL CUMMINS SERIE B 4B BTA 3.9L 8V SERIE B;0,;10,59;
1290006;RET HST VAL CUMMINS SERIE B MTR 4B BTA 3.9L 8V 6B;0,;7,26;
129001007;RET HST VAL CUMMINS SERIE C ISC 6 C;0,;19,36;
1290010;RET HST VAL CUMMINS SERIE C ISC 6C;0,;15,41;
129001011;RET HST VAL CUMMINS SERIE C ISC 6C 8.3 24 VAL;0,;14,57;
129001008;RET HST VAL CUMMINS SERIE ISB4;0,;14,71;
1290010042;RET HST VAL CUMMINS SERIE ISB4 MEC;0,;16,01;
125003311;RET HST VAL ESC AMD BMW 125I 320I 328CI 528 X1 MTR;0,;151,77;
1251146;RET HST VAL ESCAP 5.5 MM TOYOTA COROLLA VVTI FILDE;64,;8,32;RET-6_H.1
12400102E;RET HST VAL ESCAP FIAT FASTBACK PULSE ABARTH TORO ;0,;8,97;
12200173E;RET HST VAL ESCAP GM ONIX 2G 20/... TRACKER MTR EC;48,;6,98;RET-5_B.1
1235518;RET HST VAL F 100 FALCON 12V;0,;44,22;
1240092;RET HST VAL FIAT ARGO CRO MOBI UNO FIREFLY 3 CIL;46,;9,56;RET-6_G.4
1240093;RET HST VAL FIAT ARGO CRONOS MOBI UNO MTR FIREFLY;80,;8,78;SEL-2_G.7
1240094;RET HST VAL FIAT TORO JEEP RENEGADE COMPASS  MOTOR;80,;11,53;RET-6_A.2
1230090;RET HST VAL FORD KA KA+ NEW FIESTA ECOBOOST TIVCT;60,;8,10;RET-6_G.7
1230086;RET HST VAL FORD RANGER 13/... TROLLER - T4 MTR DU;60,;10,43;RET-5_D.3
12200164;RET HST VAL GM CRUZE TRACKER 1.8 4CIL 16V F18 D4 D;448,;7,04;RET-6_H.5
125008004;RET HST VAL HYUNDAI AZERA SANTA FE VERA CRUZ KIA C;72,;12,91;RET-2_D.5
125008001;RET HST VAL HYUNDAI COUPE SANTA FE SONATA TIBURON;144,;11,65;RET-6_G.1
12500186;RET HST VAL HYUNDAI HB20 KIA PICANTO KAPPA V3 1.0;60,;6,18;RET-6_I.1
125009602;RET HST VAL MINI COOPER MTR N12B N14B N16B N18B PE;0,;15,31;
1230083;RET HST VAL MTR DURATORQ PUMA TDCI (22DDOP) 2.2 2.;16,;10,43;RET-6_H.7
125006003;RET HST VAL NISSAN FRONTIER PATHFINDER MTR YD25DDT;132,;8,11;RET-6_J.7
1256003;RET HST VAL NISSAN FRONTIER PATHFINDER MTR YD25DDT;0,;0,00;
125008601;RET HST VAL RENAULT LOGAN SANDERO KWID 1.0 3 CIL 1;108,;9,11;RET-6_G.2
125008101;RET HST VAL SMART FORTWO MTR 132.910 1.0 12V 3CIL;0,;9,91;
14560109;RET LATERAL CAMBIO AUTOMATICO LD DUSTER 15/19 FLUE;5,;128,26;SEL-2_A.6
1440492;RET LATERAL CAMBIO SEMI-EIXO LADO DIREITO ASPIRADA;0,;68,72;
1440144;RET LATERAL COROA DUCATO;0,;108,65;
1160144;RET M BENS OM 457 OM 457LA 1160144;0,;122,74;
139000101;RET MOTOR CG 125CC HONDA CG 125 1986 A 2008;0,;2,60;
1442103;RET MUD SAIDA FIAT FORD VW CAMBIO CLARK 240F 280V;0,;122,03;
1450304;RET MUD SAIDA HYUNDAI H100;0,;46,22;
1450470;RET MUD SAIDA KIA BESTA 2.7 CERES BONGO KIA TOPIC;0,;76,72;
1442942BN;RET ORING ANEL TUBO PESCADOR BBA ÓLEO RET FIAT TOR;0,;101,18;
11501180BP;RET POL RENAULT MASTER III 2.3 16V DCI/M9T POWERTR;5,;134,21;RET-2_G.4
1112456;RET POL VW GOL FORD CHT COM MITSU L200 HYD TUCSON;4,;26,87;RET-3_I.1
1171050;RET POLIA AGRALE 1800D;0,;76,86;RET-6_C.4
1140192;RET POLIA ARGO MOBI UNO CRONOS 1.0 12V 1.3 16V FIR;4,;50,43;RET-3_C.1
1150107;RET POLIA ASIA TOPIC 2.7 MAZDA 3.0 KIA BONGO ASIA;0,;12,41;
1150108;RET POLIA ASIA TOWNER 3CIL BESTA 2.2 HYD HB20 1.0;16,;29,81;RET-2_C.4
11201162;RET POLIA CHEVROLET CAPTIVA 2.4 16V ECOTEC;0,;108,50;
11201163;RET POLIA CHEVROLET TRACKER SUZUKI AERIO ESTEEM GR;2,;89,19;RET-5_A.3
115019602;RET POLIA DIANT CITROEN C4 LOUGE C5 DS3 DS4 DS5 PG;0,;28,75;RET-4_E.5
1122794;RET POLIA DOHC X20XER X20XEV ASTRA OMEGA VECTRA 2.;5,;28,20;RET-3_G.7
1142005;RET POLIA FIAT 147 PANORAMA CL .../80 OGGI CS 83/8;8,;35,32;RET-3_D.5
1151193;RET POLIA FIAT DUCATO MULTIJET JTD IVECO 2.3 16 VA;6,;136,67;RET-2_J.3
1140087;RET POLIA FIAT E-TORQ 178D20.11 178D22.11 SOHC 1.6;5,;35,00;RET-3_D.4
115114001;RET POLIA FIAT IVECO 3.0 16V 2008/... F30DT - DUCA;0,;127,11;
115014001;RET POLIA FIAT IVECO 3.0 16V 2008/... F30DT - DUCA;6,;35,60;RET-3_A.6
1140057;RET POLIA FIAT MAREA 1.8 16V 2.0 2.4 20V ALFA 145;5,;54,23;RET-3_C.5
1145074;RET POLIA FIAT PALIO 1.6 16V;3,;30,84;RET-3_D.6
1140049;RET POLIA FIAT UNO SMART PALIO SIENA FIRE 1.0 1.3;9,;29,00;RET-3_C.4
1150142;RET POLIA FLANGE FIAT DUCATO 2.5 2.8 TURBO;4,;123,46;RET-2_A.1
1130045;RET POLIA FORD COURIER FIESTA KA ZETEC ROCAM 1.0 1;16,;61,80;RET-3_F.3
1130073;RET POLIA FORD ECOSPORT FOCUS FUSION MONDEO RANGER;3,;51,67;RET-3_E.3
1170013;RET POLIA FORD F100 350 600 700 750 GM AC10 CD 60;0,;126,07;
1135167;RET POLIA FORD FIESTA KA COURIER 1.0 1.3 ENDURA 8V;0,;57,87;
1130143;RET POLIA FORD FIESTA SIGMA FUSION RANGER 16V;13,;36,12;RET-3_E.2
1122656;RET POLIA FORD KA KA+ FIESTA GM ASTRA S10 2.8 CTDI;5,;119,33;RET-3_H.3
1152191;RET POLIA FORD MAX FALCON F100 F1000 FAIRLANE 1969;0,;96,52;
1130183;RET POLIA FORD MONDEO TRANSIT MTR ABFA D3FA D5BA D;0,;300,39;
1130053;RET POLIA FORD RANGER EXPLORE V6 12V;0,;18,35;
1130183BP;RET POLIA FORD RANGER MONDEO TRANSIT MTR ABFA D3FA;0,;159,06;RET-3_E.1
1120105;RET POLIA GM BLAZER S10 VORTEC 4.3 6CIL OPALA CARA;3,;60,52;RET-5_C.5
1122525;RET POLIA GM CORSA GSI 1.0 1.4 1.6 1.8 94/...;10,;38,46;RET-3_G.5
1181917;RET POLIA GM FORD MWM AGRALE CASE CBT FIAT ALLIS V;7,;65,30;RET-6_B.4
1122317;RET POLIA GM KADETT OMEGA MONZA 1.6 1.8 2.0 .../82;6,;31,98;RET-3_G.4
11201161;RET POLIA GM MTR DOHC 3.0 24V 6V;0,;105,75;
1121911;RET POLIA GM OMEGA 3.0 CHEVETTE MARAJO 1.4 1.6 ALC;13,;25,44;RET-3_G.3
1150109;RET POLIA GM S10 BLAZER M BENS SPRINTER ROVER HS 3;4,;87,25;RET-2_D.6
1151112;RET POLIA HONDA CIVIC D15Z1 D16Z6 D16Z7 D16Z9 1.5;7,;42,82;RET-2_I.6
1150171;RET POLIA HONDA CIVIC NEW CIVIC FIT D17A8 D17Z2 D1;5,;44,10;RET-2_I.1
1150170;RET POLIA HONDA FIT JAZZ VTEC L15A1 L15A6 1.6 CIVI;8,;92,13;RET-2_G.6
1151231;RET POLIA HYUNDAI ACCENT GL GS GSI ELANTRA SCOUPE;0,;49,83;
115018002;RET POLIA HYUNDAI ACCENT GL GS GSI ELANTRA SCOUPE;0,;86,61;
115018001;RET POLIA HYUNDAI COUPE SANTA FE SONATA TIBURON TR;5,;137,55;RET-2_A.2
1150111;RET POLIA HYUNDAI H100 L200 L300;20,;25,33;RET-2_H.6
1151187;RET POLIA HYUNDAI HB20 I30 VELOSTER KIA SOUL CERAT;3,;41,70;RET-2_H.8
115015605;RET POLIA HYUNDAI HR 13/... KIA SORENTO 02/... BON;2,;45,61;SEL-2_D.1.B
1150173;RET POLIA HYUNDAI KIA PICANTO ATOS G4HE G4HG 1.0 1;5,;65,08;RET-2_B.3
1151177;RET POLIA HYUNDAI TUCSON I30 2.0 G4GC 16V;6,;50,71;RET-2_H.1
1150240;RET POLIA IVECO 2.5 TURBINADA 1996 70X90X10;0,;38,42;
1150023;RET POLIA KIA BESTA 2.7 GS 3.0 16 LUGARES K2700 BO;0,;20,00;
1150035;RET POLIA M BENS 120D 130D 140D 150D 170D 180D MOT;0,;97,20;
1161810;RET POLIA M BENS OM326 352 364 366 371 1113 1316 1;0,;34,23;RET-3_I.5
1160028;RET POLIA M BENS SPRINTER CDI MB611.960 MB611.961;3,;81,86;RET-5_A.6
1150054;RET POLIA MISTSUBISHI PAJERO MONTERO TD TDI 4M40T;0,;69,57;
1150194;RET POLIA MITSUBISHI CARISMA EXPO LANCER PAJERO TR;3,;43,94;RET-2_F.3
1180688;RET POLIA MWM D222;0,;120,24;
1150058;RET POLIA MWM SPRINTER;0,;134,37;
115016003;RET POLIA NISSAN FRONTIER PARTHIFINDER 2.5 16V;4,;43,97;RET-2_B.6
1150060;RET POLIA NISSAN GRAN LIVINA LIVINA TIDA MR18DE 1.;4,;40,57;RET-2_J.4
115016005;RET POLIA NISSAN SYLP LIV MAR RENAULT KWID LOG SAN;15,;65,04;RET-2_C.6
1170586;RET POLIA PERKINS 6357-2 FORD F600 700 CBT CASE CL;0,;175,71;RET-6_B.1
1150098;RET POLIA PEUGEOT 106 206 306 CITROEN SAXO XSARA T;9,;32,10;RET-2_F.5
1150124;RET POLIA PEUGEOT 205 305 306 309 405 XUD7T 1.6 1.;0,;73,99;
1151100;RET POLIA PEUGEOT 205 405 406 XU7JP 1.6 8V;20,;83,10;RET-2_F.6
1150048;RET POLIA PEUGEOT PICK UP XD2 SXD3 504 1.3 TON;0,;54,63;
1150110;RET POLIA RENAULT 19 CLIO MEGANE KANGOO LAGUNA SCE;1,;45,48;RET-2_G.5
1150186;RET POLIA RENAULT CLIO KANG TWINGO SANDERO D4D D4F;11,;29,13;RET-2_I.4
1150002;RET POLIA RENAULT CLIO SCENIC MEGANE (COMANDO) TRA;7,;39,14;RET-2_I.8
1150175;RET POLIA RENAULT MASTER TRAFIC 16V G9U 720 724 73;13,;56,35;RET-2_H.2
1151175;RET POLIA RENAULT MASTER TRAFIC G9U 720 724 730 75;14,;56,35;RET-2_D.3
1150172;RET POLIA RENAULT R9 11 19 CLIO TWINGO EXPRESS C1E;20,;58,06;RET-2_H.3
1150102;RET POLIA RENAULT TRAFIC CLIO MEGANE SCENIC LAGUNA;0,;64,77;
1151104;RET POLIA SUZUKI G10A G10B G13BA G13K G13BB G13A 8;0,;32,84;
115015013;RET POLIA TOYOTA ETIOS MTR 2NR-FE DUAL VVTI 1.3 1.;4,;40,70;RET-2_C.7
115015607;RET POLIA TOYOTA ETIOS MTR 2NR-FE DUAL VVTI 1.3 1.;0,;0,00;
1150150;RET POLIA TOYOTA HILUX 2L 3L 5L 2.5 2.8 3.0;3,;48,74;RET-2_D.7
1151222;RET POLIA TOYOTA LANDCRUISER COASTER DELTA DYNA TO;0,;39,56;
115015002;RET POLIA TOYOTA LANDCRUISER COASTER DYNA 200 DAIH;0,;61,88;
11201173ML;RET POLIA VIR DIANT FLA METAL GM 3CIL ASP 55509157;17,;190,82;RET-1_F.1
115013707;RET POLIA VIRA DIANT BB ÓLEO LAND ROVER FREELANDER;0,;117,53;
115013301;RET POLIA VIRA DIANT BMW 118I 120I 520I 318I 320I;0,;201,27;
115013311;RET POLIA VIRA DIANT BMW 125I 320I 328CI 528 X1 MT;0,;117,53;
115008301;RET POLIA VIRA DIANT CHERY QQ MTR SQR472F 1.1 16V;0,;106,95;
115008302;RET POLIA VIRA DIANT CHERY RELY FACE S18 LINK MTR;0,;140,08;
119011019;RET POLIA VIRA DIANT CUMMINS FORD F350 F4000 MTR I;0,;185,17;
11401102;RET POLIA VIRA DIANT FIAT FASTBACK PULSE MTR GSE T;5,;75,45;RET-4_E.6
11201173BP;RET POLIA VIRA DIANT FLANGE MTR L4G LIG  1.0 1.2 1;0,;214,18;RET-1_F.1
1172511;RET POLIA VIRA DIANT FORD CARGO FASE II FTO 6.6 7.;0,;143,72;
1172448;RET POLIA VIRA DIANT FORD MICRO ONIBUS FB400 F2000;0,;119,09;
1130192;RET POLIA VIRA DIANT FORD MTR-DRAGON 1.5 12V 3 CIL;9,;48,19;RET-4_A.4
115015008;RET POLIA VIRA DIANT HILUX HILUX SW4 SRV 2009/...;5,;143,74;RET-2_B.7
115018004;RET POLIA VIRA DIANT HYUNDAI AZERA SANTA FE VERA C;5,;206,66;RET-2_B.8
115018007;RET POLIA VIRA DIANT HYUNDAI COUPE SANTA FE SONATA;0,;87,53;
115018008;RET POLIA VIRA DIANT HYUNDAI I30 IX35 ELANTRA CRET;5,;113,59;SEL-2_G.2
1160131;RET POLIA VIRA DIANT M BENS MOTOR OM 904 4.3L 4CIL;0,;52,26;
115013501;RET POLIA VIRA DIANT MERCEDES A200 A250 B200 CLA20;0,;85,20;
115016804;RET POLIA VIRA DIANT SUZUKI JIMNY 98/03 IGNIS SCRO;0,;74,55;
115015014;RET POLIA VIRA DIANT TOYOTA COROLLA COROLLA CROSS ;0,;131,59;
1150164;RET POLIA VIRA DIANT TOYOTA HILUX MTR TD 16V 1KZTE;5,;48,08;RET-2_D.2
119011101;RET POLIA VIRA DIANT VW MAN CONSTELLATION 17.260 1;0,;87,58;
1131943;RET POLIA VW FUSCA BR 1300 1500 1600 FORD F100 MAV;0,;33,08;RET-3_F.1
1115159;RET POLIA VW GOL PARATI BAH BJA 8V COMANDO GOL POW;79,;20,38;RET-3_I.3
1110179;RET POLIA VW GOLF AJH AGU ARY AGU ARZ 1.8 20V TURB;3,;54,31;RET-3_J.5
1450189;RET RODA DIANTEIRA FRONTIER 4X4 2003/... LISO NACI;0,;169,45;
1456548;RET RODA DIANTEIRA MITSUBISHI L200 2.5 PAJERO 2.5;2,;39,46;RET-7_A.1
1450070;RET RODA DIANTEIRO EXTERNO L200 LISO IMPORTADO 57;0,;20,00;
14211166;RET RODA DIANTEIRO EXTERNO S10/TRAILBLAZER 12/...;2,;52,87;RET-6_C.8
14511155;RET RODA DIANTEIRO EXTERNO TOYOTA HILUX 05/...;7,;53,94;RET-7_C.4
14570154;RET RODA DIANTEIRO INTERNO CUBO COROLLA .../2002;0,;47,28;
14210166;RET RODA DIANTEIRO INTERNO GM S10 TRAILBLAZER 12/.;8,;52,37;RET-6_D.7
1450170;RET RODA DIANTEIRO INTERNO L-200 LISO IMPORTADO 54;2,;22,35;RET-5_B.2
1461022;RET RODA DIANTEIRO INTERNO MBB 812 912 914 OM364 L;0,;30,71;
14510050;RET RODA DIANTEIRO TOYOTA HILUX HIACE DYNA 00/04;0,;198,44;
1457822;RET RODA EXTERNO DIANTEIRO DUCATO - 69X85X10;0,;23,42;CAM-2_H.1
1456030;RET RODA FRONTIER 4X4 DIANTEIRA 2003/... 3.2 8V;0,;104,92;
1457823;RET RODA INTERNO DIANTEIRO DUCATO - 63X80X12;0,;31,24;
142700163;RET RODA INTERNO SUZUKI VITARA GM TRACKER;0,;111,30;
14972687;RET RODA PINHAO DIFERENCIAL EIXO MERITOR ROCKWELL;0,;179,86;
14571551;RET RODA TRASEIRO HOMOCINETICA HILUX 3.0 05/...;0,;52,49;
14220166;RET RODA TRASEIRO PINHÃO EIXO SAIDA CAIXA REDUCAO;5,;78,06;SEL-2_C.4
1412391;RET S EIXO TUL FD KA 3CIL FIESTA KA 1.5 1.6 SIGMA;1,;19,48;RET-6_B.8
145101461;RET SA DIF LD COROLLA VVTI RAV4 LIFAN ETIOS MANUAL;15,;55,38;RET-6_E.5
14430095;RET SAI TRANS TULIPA LE FIAT 500 10/.. DOBLO 02/09;5,;71,60;SEL-1_E.3
1420049;RET SAIDA DANA FORD DODGE D100 69 GM OPALA 3 VELOC;0,;16,00;
146710030;RET SAIDA PINHAO MERCERDES 311 CDI 313 413 415 416;0,;196,57;
